"Y","GENDER","ST011Q06","ST011Q07","ST013Q01","ST034Q01","MISCED","HISCED","BELONG","HOMEPOS","ESCS","treat","prop.score","weights"
351.325,1,1,2,3,1,6,6,-1.0336,0.6451,1.0471,0,0.0750407648657324,1
412.728,2,1,2,3,2,5,6,-0.9214,0.5288,1.0664,0,0.0682043460099397,1
521.085,2,1,2,4,4,4,5,1.0269,-0.6344,-0.2868,0,0.0384885954054298,1
472.478,2,1,1,3,4,4,6,0.6642,0.6485,1.0484,0,0.09978676016379,1
612.353,1,1,2,6,3,6,6,-0.4725,2.2313,1.754,0,0.123043757416258,1
571.511,1,1,1,3,3,6,6,0.1674,2.6203,1.7523,0,0.15024031925861,1
575.455,2,1,2,3,4,6,6,0.106,1.1731,1.2205,0,0.100269963344291,1
606.307,1,1,1,4,4,6,6,1.1245,0.9826,1.1298,0,0.155983492986809,1
438.238,2,1,1,3,4,4,4,-0.378,2.6171,0.5403,0,0.0412753543559174,1
483.556,2,1,1,4,3,4,4,-0.5152,0.7332,0.1166,0,0.0494112223131962,1
355.064,1,1,2,3,2,0,1,-0.8828,-1.3309,-1.9933,0,0.00935204530350097,1
425.451,1,1,2,2,3,5,5,-0.7577,-0.4112,0.0018,0,0.0257408612288314,1
425.962,2,1,1,6,2,6,6,-0.9414,0.5566,1.0353,0,0.140830156757174,1
639.998,1,1,1,5,3,6,6,1.0676,2.3886,1.5845,0,0.161354728218179,1
452.902,2,0.728542811,2,4,3,6,6,0.0575,1.7471,1.3901,0,0.144884519735691,1
496.146,1,1,2,1,4,6,6,0.6642,-0.0711,0.6393,0,0.0594292950176848,1
637.795,1,1,1,6,3,6,6,-0.3381,1.8901,1.3807,0,0.144695453207877,1
498.609,2,1,2,4,4,4,4,1.5611,0.9124,0.1825,0,0.0455226229484792,1
515.43,2,1,2,2,4,4,4,0.0422,-0.8198,-0.9914,0,0.0157942858532172,1
449.549,1,1,2,4,3,4,4,-0.7104,-0.7757,-0.8098,0,0.0260044209199568,1
409.062,1,1,1,4,2,5,5,-1.0374,0.381,-0.2649,0,0.0471483254789492,1
608.48,2,1,1,3,3,4,6,-0.4725,-0.0219,0.7193,0,0.0687238528163151,1
381.145,2,1,2,1,2,6,6,-1.0231,0.2424,0.7545,0,0.0468760979670221,1
280.324,2,1,2,1,4,6,6,0.0426,-0.6763,0.4031,0,0.0450414957635685,1
