"Y","GENDER","ST011Q06","ST011Q07","ST013Q01","ST034Q01","MISCED","HISCED","BELONG","HOMEPOS","ESCS","treat","prop.score","weights"
535.908,2,1,2,2,4,0,0,0.0777,-0.3724,-2.234,0,0.0134250502805642,1
319.94,1,1,1,2,2,6,6,-0.7768,0.0849,-0.2126,0,0.0378573481385714,1
425.795,2,1,1,3,4,6,6,2.5915,0.4899,0.5975,1,0.094646391593418,1
567.232,1,1,2,6,2,6,6,-1.1267,1.6775,1.1372,1,0.080315050516497,1
503.075,1,1,1,2,4,5,5,0.7246,1.212,0.743,1,0.0711663858134668,1
497.481,2,1,1,4,3,6,6,0.4638,2.1449,1.495,1,0.148257925309369,1
497.06,2,1,2,4,4,6,6,0.3171,0.751,0.9827,1,0.0998332172173997,1
562.322,2,1,2,4,3,6,6,-0.2781,0.8141,1.1299,1,0.102243194193516,1
388.742,1,1,2,4,4,4,4,1.5611,0.9144,0.1832,1,0.045528114320435,1
334.806,1,1,2,4,3,5,5,-0.1144,0.2553,0.1021,1,0.0468462475174979,1
428.738,2,1,1,4,4,5,6,1.0269,1.6463,1.4357,1,0.145618027730821,1
377.025,2,1,2,3,3,6,6,-0.3381,1.2124,1.3589,1,0.106499514483218,1
489.535,2,1,1,4,4,5,5,-0.2015,-0.3135,0.4097,1,0.0798442399458697,1
492.182,2,1,1,6,4,4,6,0.1157,2.3223,1.2089,1,0.0898312852662373,1
359.481,2,1,2,4,4,5,5,0.6642,1.3257,0.7228,1,0.0642387026771488,1
443.105,2,1,2,3,4,6,6,0.6642,0.7204,1.1781,1,0.115498736298154,1
476.87,2,1,2,3,3,5,5,-0.3381,-1.0569,-1.062,0,0.0232736762042265,1
358.123,2,1,2,3,4,6,6,-0.0621,0.6865,0.9177,0,0.08108243532837,1
637.356,2,1,2,5,4,6,6,1.5043,0.9503,1.1799,0,0.133087976610984,1
642.072,2,1,2,5,3,6,6,-0.2913,0.461,1.1034,0,0.118363174008872,1
510.884,2,1,1,3,3,6,6,0.2947,2.8449,1.9589,0,0.174296492326994,1
365.386,2,1,2,2,3,4,4,0.0248,-2.0603,-0.6207,0,0.0150543526392445,1
493.056,1,1,1,4,2,6,6,-0.9585,1.3743,1.2944,0,0.120291228112911,1
644.716,2,1,1,6,3,6,6,-0.3381,2.8401,1.9571,0,0.159438517310766,1
603.862,1,1,2,4,3,6,6,0.0248,-0.092,0.8382,0,0.0998362391612469,1
544.12,1,1,1,5,2,6,6,-0.7768,1.9694,1.5338,0,0.137227847181981,1
549.979,1,1,1,5,3,6,6,-0.8307,1.2407,1.2453,0,0.132348322994096,1
666.253,1,1,1,4,3,6,6,-0.3381,1.2599,1.521,0,0.177293277194749,1
603.159,2,1,2,4,4,6,6,2.5915,0.4687,1.2096,0,0.135754484649985,1
547.075,2,1,2,4,2,6,6,-1.1982,0.7322,1.0791,0,0.0796482135914477,1
411.949,2,1,1,5,3,6,6,-0.3381,0.8774,1.1241,0,0.146156006914948,1
599.123,1,1,1,5,3,6,6,-0.3701,0.569,1.0398,0,0.145798317718021,1
599.999,2,1,1,6,3,5,5,0.0248,1.171,0.604,0,0.103549386854218,1
510.503,1,1,2,3,3,6,6,-0.3381,1.5888,1.5179,0,0.113141339097636,1
489.316,2,1,2,2,1,6,6,-0.7896,0.2202,1.0149,0,0.077251679388912,1
438.157,1,1,2,3,4,6,6,2.5915,0.5545,0.9105,0,0.089852831120344,1
516.049,1,1,1,3,2,6,6,-0.983,0.5369,0.9867,0,0.100601052616229,1
499.752,2,1,2,3,4,6,6,0.6642,1.473,1.3514,0,0.112973508042024,1
552.658,2,1,2,2,3,5,5,-0.604,1.0806,-0.0905,0,0.0250376412135495,1
456.141,2,1,2,6,4,6,6,2.5915,1.3942,1.5084,0,0.155167665100575,1
424.91,1,1,1,3,4,6,6,2.5915,2.5291,1.7188,0,0.156427391577507,1
425.56,1,1,1,4,4,6,6,0.5073,3.6473,2.1504,0,0.155098113438815,1
525.337,1,1,1,4,3,6,6,-0.3381,1.9285,0.9402,0,0.0921533989092219,1
293.689,2,1,1,1,3,6,6,0.5643,-0.7591,-0.3161,0,0.0346832523032766,1
352.751,1,1.062599809,1.224864207,1.113522878,2.013566369,3.823890928,3.383830219,-0.430120345,-0.5891869,-0.530332788,0,0.0169581470343655,1
510.946,1,1,1,3,3,4,4,-0.4838,1.1313,0.1183,0,0.0400157563130678,1
442.777,1,1,1,4,3,6,6,-0.5753,0.3133,0.5532,0,0.0903138600912953,1
586.514,2,1,1,4,3,6,6,-0.3381,0.7702,1.1138,0,0.136728876549485,1
410.147,1,1,1,3,3,6,6,-0.3381,2.0654,0.5979,0,0.0658942197661647,1
438.286,1,1,1,3,4,6,6,2.5915,0.4112,0.8165,0,0.115503539954471,1
541.586,1,1,1,5,4,6,6,0.6642,2.2019,1.7226,0,0.18676762654329,1
614.253,1,1,1,5,3,6,6,-0.9105,1.0157,1.3899,0,0.15641177093087,1
590.727,1,1,1,5,3,6,6,-0.3381,2.9126,1.7771,0,0.132736086993849,1
435.99,1,1,1,4,3,6,6,1.0676,2.2425,1.6342,0,0.170245454424426,1
584.296,1,1,1,5,3,6,6,-0.3381,1.6027,1.6677,0,0.190214554069914,1
587.9,1,1,1,4,4,5,6,2.5915,0.9711,0.795,0,0.0974087466813089,1
399.643,2,1,1.367428397,3,3,6,6,-0.2687,0.7639,0.7325,0,0.0797991631095186,1
448.985,1,1,1,3,4,6,6,2.5915,-1.5021,0.1547,0,0.0788337705993416,1
551.939,2,1,1,5,4,4,6,2.5915,1.6709,1.4241,0,0.123268809881957,1
650.08,1,1,2,3,3,4,4,-0.3381,0.3865,-0.0934,0,0.0277588944835607,1
638.98,2,1,2,4,3,6,6,-0.3381,0.9362,1.1748,0,0.102235498872639,1
620.943,2,1,2,4,2,6,6,-1.0137,1.3457,1.0153,0,0.0684919516552732,1
574.125,2,1,1,4,4,6,6,0.9357,1.9456,1.3804,0,0.148554204365851,1
525.412,1,1,2,2,3,4,4,-0.3381,-0.0408,-0.7051,0,0.0175049473226415,1
368.436,1,2,2,2,2,5,6,-0.965,-1.7731,-0.2548,0,0.0208538515751882,1
332.529,2,1,2,3,2,6,6,-0.6102,-0.0691,1.0119,0,0.0948649188741959,1
450.412,2,1,1,6,3,6,6,-0.3381,1.0993,1.214,0,0.159923186815904,1
600.33,1,1,1,2,2,4,4,-1.1407,0.0195,-0.8069,0,0.0199008745052805,1
419.081,2,1,2,4,1,6,6,-0.8127,-0.0402,0.7126,0,0.0741918660734149,1
475.625,2,1,1,5,3,4,5,-0.5064,1.2861,0.3776,0,0.0619761717829712,1
580.669,2,1,1,4,3,6,6,-0.3381,1.5205,1.5961,0,0.176452326204657,1
766.785,2,1,1,4,3,6,6,0.0248,0.4897,0.6594,0,0.106365171890291,1
632.483,2,1,1,6,3,6,6,-0.3381,1.024,1.3103,0,0.174800339239465,1
568.058,2,1,2,5,3,6,6,-0.5152,1.07,1.3066,0,0.115669783856742,1
512.441,1,1,1,3,3,6,6,0.5643,1.7928,1.4689,0,0.155139321457937,1
502.679,2,1,1,4,4,4,4,2.6127,0.8321,0.5456,0,0.0710747997127103,1
553.345,2,1,2,3,2,6,6,-1.1247,0.2456,0.8659,0,0.0660869327714234,1
553.825,1,1,1,3,3,6,6,-0.5064,0.7212,0.6411,0,0.0799803176479668,1
645.432,1,1,1,4,4,6,6,2.5915,1.6345,1.2661,0,0.142344764907079,1
361.828,2,1,2,2,3,6,6,0.2947,0.8067,1.3338,0,0.120932346044454,1
526.238,1,1,1,4,4,6,6,-0.0621,1.6039,1.4615,0,0.158076429110181,1
496.246,1,1,1,2,3,6,6,0.6897,1.742,1.3056,0,0.12726037897651,1
449.722,2,1,2,3,4,4,5,-0.0621,-0.4751,-0.0836,0,0.0294798502938988,1
599.908,2,1,2,3,3,6,6,-0.4725,0.9598,1.1628,0,0.0899195598132673,1
443.049,2,1,2,3,4,6,6,0.5531,1.185,1.4728,0,0.139155711484661,1
525.97,1,1,1,4,2,5,5,-0.1715,1.1157,0.9349,0,0.0949477782396656,1
605.142,1,1,1,5,2,6,6,-1.3432,0.9439,1.3429,0,0.136368714709817,1
630.953,1,1,1,3,2,6,6,-0.8427,1.4313,1.2741,0,0.111525897922023,1
437.095,2,1,2,3,4,6,6,1.5611,1.8836,1.3989,0,0.109330240348922,1
487.769,2,2,2,3,3,6,6,-0.3381,0.6515,1.2768,0,0.0841882126581659,1
427.703,1,1,2,5,2,4,4,-1.2097,-0.6229,0.0729,0,0.0374316892845553,1
545.966,2,1,1,4,4,6,6,0.9357,1.4095,1.2041,0,0.148232205616597,1
424.656,1,1,1,5,3,2,5,-0.6334,1.8649,0.921,0,0.0478460656833505,1
548.148,1,1,1,4,4,6,6,1.398,1.6483,1.0852,0,0.12983859995035,1
504.988,1,1,1,5,4,6,6,0.9646,1.6344,1.5967,0,0.205337109921384,1
488.969,2,1,1,5,3,6,6,-0.3381,1.395,1.6272,0,0.195755664939218,1
359.353,1,1,1,4,3,4,4,-0.3381,0.8518,-0.3564,1,0.047536289768349,1
414.477,1,1,1,6,3,6,6,-0.3381,2.0433,1.3337,1,0.134504217093179,1
393.945,1,1,1,4,3,6,6,0.3645,0.715,0.4116,1,0.0931161395073633,1
499.437,1,1,1,5,3,6,6,-0.1515,0.8358,1.0552,1,0.144627152459617,1
370.727,1,1,1,3,4,6,6,0.6642,0.7902,1.0591,1,0.136218943284855,1
356.794,1,1,1,5,3,6,6,-0.3381,2.9683,1.8389,1,0.136696784100901,1
439.961,1,1,1,1,3,6,6,-0.4725,0.2704,0.8061,1,0.0788442518624388,1
488.522,1,1,1,3,3,4,4,-0.4157,1.5351,0.5146,1,0.0468665744923582,1
427.714,1,1,1,5,2,4,6,-0.8686,1.1742,1.0143,1,0.0796687958206367,1
504.268,1,1,1,4,3,6,6,-1.0036,0.9342,1.112,1,0.112966862802428,1
432.211,2,1,1,6,4,6,6,0.0398,2.02,1.4491,1,0.155231939663176,1
424.657,1,1,1,6,3,4,6,-0.3381,2.1665,0.883,1,0.0753160937661022,1
342.303,1,1,2,3,3,6,6,-0.3381,0.5012,0.8909,1,0.0779913353333261,1
461.858,1,1,1,6,4,6,6,1.0594,1.5391,1.231,1,0.170189688101134,1
483.804,2,1,1,4,3,5,5,-0.3381,0.9154,0.758,1,0.0839684495085829,1
426.432,1,1,1,4,4,6,6,0.6642,1.8542,1.4501,1,0.158706466029851,1
461.386,2,1,2,1,3,4,4,-0.6925,0.5465,-0.5099,1,0.0135223055156106,1
555.509,2,1,2,2,4,6,6,0.6087,1.1513,1.1092,1,0.0878302296757683,1
564.79,2,1,1,1,3,5,5,0.0575,-0.2115,0.3025,1,0.0450748846559638,1
502.69,2,1,1,4,2,6,6,-0.6292,0.4006,0.73,1,0.100275689536507,1
444.737,2,1,2,4,4,6,6,0.045,0.4307,0.8237,1,0.0894893653775872,1
519.456,2,1,2,2,3,4,4,0.1674,0.5715,0.4705,1,0.0349811797497952,1
510.973,2,1,1,3,3,6,6,-0.3381,0.2114,0.3711,1,0.0723156199130386,1
508.393,2,1,1,1,3,6,6,-0.3381,-0.7582,0.8,1,0.0974175674177686,1
378.806,2,1,2,0.690343208,3,5.721302558,6,-0.3381,-0.3789,0.5262,1,0.0423221266607652,1
247.555,2,2,2,3,2,4,4,-0.983,-1.0174,-0.3614,1,0.00483342312125206,1
388.311,2,1,1,3,2,4,4,-1.2158,0.8129,0.3112,1,0.0367696009801233,1
482.529,2,1,1,2,3,4,4,0.0248,1.1209,-0.1128,0,0.0330332474643354,1
613.416,1,1,1,5,3,6,6,0.0248,1.4175,1.1863,0,0.142851089027526,1
449.352,1,1,1,4,3,5,5,-0.3381,0.7056,0.4329,0,0.0706529361486681,1
643.169,2,1,1,4,2,6,6,-0.7244,1.7403,1.6769,0,0.165071443215638,1
498.866,1,1,2,3,3,6,6,-0.1613,0.5662,1.0388,0,0.0924622706073367,1
549.513,1,1,2,2,3,6,6,0.2448,1.2694,1.2765,0,0.0983271049961932,1
509.658,2,1,1,6,4,6,6,2.5915,3.4024,2.0398,0,0.153372841050046,1
582.725,2,1,2,3,3,6,6,-0.3381,-0.0448,0.6283,0,0.0668245898379362,1
583.597,1,1,1,3,1,6,6,-1.3612,0.5391,1.1735,0,0.110363300140249,1
577.668,1,1,1,5,3,6,6,-0.3381,1.4952,1.2149,0,0.13443796123059,1
435.86,2,1,1,6,1,6,6,-3.1297,-0.7607,0.5925,0,0.0570883676983067,1
487.223,1,1,1,3,4,6,6,0.8589,1.1924,0.8556,0,0.10622389267252,1
275.554,2,1,2,2,4,4,6,0.3171,0.9276,1.027,1,0.0577091116119052,1
572.615,1,1,1,6,3,6,6,-0.5753,2.602,1.8903,1,0.158117151734373,1
512.324,2,1,1,3,4,6,6,0.6642,0.2247,1.1199,1,0.165034991475424,1
576.733,2,1,2,2,3,4,6,0.1052,0.1812,0.8973,1,0.0570730557757254,1
545.421,1,1,2,3,3,4,6,-0.9306,0.091,0.3476,1,0.0313036621775485,1
475.189,2,1,1,5,4,4,6,1.398,2.3771,1.353,1,0.099715679949057,1
406.503,2,1,1,3,4,6,6,2.5915,0.6667,1.2824,1,0.174276382387749,1
512.725,2,1,2,3,3,5,6,-0.3381,0.0735,0.4858,1,0.0484686098258905,1
494.367,2,1,2,3,2,6,6,-0.7281,0.0719,0.4852,1,0.0530072152459128,1
588.762,1,1,1,5,3,6,6,-0.3381,1.5792,1.659,1,0.190128663051647,1
442.829,1,1,1,1,4,6,6,1.5043,1.591,1.3947,1,0.14333656335523,1
465.779,1,1,1,3,3,6,6,-0.3381,0.4567,1.0399,1,0.125240902014991,1
511.737,2,1,2,1,4,4,6,2.5915,-0.1258,0.1026,1,0.0236887760651015,1
698.706,2,1,2,4,4,6,6,0.6642,0.5224,1.25,1,0.141476039108946,1
570.42,1,1,1,4,4,6,6,0.6642,1.0911,1.4383,1,0.195599139999768,1
314.141,2,1,1,4,4,4,6,2.5915,1.7684,1.6872,1,0.147003242529079,1
390.726,1,1,1,1,3,5,5,-0.3627,0.1461,0.4753,1,0.0477672313330903,1
543.998,1,1,1,3,3,4,6,-0.3381,0.869,1.0261,1,0.0799873836504299,1
494.948,1,1,1,5,1,6,6,-0.8995,0.706,1.1315,1,0.13570756552002,1
436.592,1,1,1,4,3,6,6,-0.66,0.6969,1.2935,1,0.155099186060832,1
523.18,2,1,1,2,4,6,6,0.4906,-0.1207,0.4971,1,0.0809057831754459,1
601.025,2,1,1,3,3,6,6,0.2947,-0.2695,0.9383,1,0.144982603786382,1
517.75,2,1,1,5,4,6,6,0.2091,0.8647,1.2518,1,0.177272269818456,1
466.831,2,1,1,3,3,6,6,-0.3381,1.8712,1.477,1,0.134274973200309,1
492.08,1,1,1,5,4,6,6,0.412,2.4143,1.7593,1,0.174870353990424,1
457.062,1,1,1,2,3,6,6,0.2067,0.9957,1.2793,1,0.143673967519198,1
428.222,1,1,2,2,4,4,4,0.6642,0.7256,0.7337,1,0.0461749174617549,1
463.281,1,1,1,1,3,6,6,-0.3381,1.6008,1.295,1,0.10578577949996,1
418.192,2,1,2,2,4,6,6,2.5915,0.5787,0.7334,1,0.0666729964455901,1
510.693,2,1,1,2,4,6,6,-0.378,0.1043,0.9104,1,0.105268697084315,1
475.42,2,1,1,5,3,6,6,-0.3381,2.0869,1.2464,1,0.117561415786588,1
270.3,2,1.344012851,2.046123862,4,2,6,6,-0.6981,0.316,0.8848,1,0.0543389485009764,1
470.814,1,1,1,2,3,6,6,-0.4838,1.4244,1.4162,1,0.13274917521041,1
451.531,2,1.145796808,2,3,4,4.488420496,3.891416134,1.5611,0.3775,-0.596,1,0.028250360049437,1
536.435,2,1,1,2,3,6,6,-0.8307,0.3971,0.894,1,0.087880869557856,1
512.292,1,1,2,3,4,6,6,-0.0621,-0.0934,0.5484,1,0.0658878375113386,1
494.647,2,1,2,3,4,6,6,1.5043,0.6045,1.1149,1,0.115690342392775,1
479.353,1,1,1,3,3,6,6,0.0248,1.2423,1.2873,1,0.141366800785665,1
413.36,2,2,2,1,4,6,6,1.5043,-0.5329,0.7382,1,0.281932478819163,1
431.436,1,1,1,3,4,6,6,0.3171,1.0354,1.2112,1,0.143854828514585,1
319.818,2,1,2,3,2,4,4,-0.0744,0.8742,0.5817,1,0.0411801869490779,1
368.487,2,1,1,1,2,5,5,-0.5608,0.324,1.3053,1,0.124072038580255,1
483.18,1,1,1,4,3,6,6,-0.4725,0.8709,1.2334,1,0.145233260149417,1
543.15,2,1,1,3,2,6,6,-0.8828,0.8434,-0.0578,1,0.0494286715575482,1
616.847,2,1,1,5,3,4,6,-0.3381,1.6721,1.6518,1,0.133342895574453,1
519.272,1,1,1,5,4,6,6,0.6642,1.6815,1.0974,1,0.136313743916321,1
550.584,1,1,1,4,3,6,6,0.2418,0.9222,1.3763,1,0.184663235133866,1
507.547,1,1,1,6,2,6,6,-0.8616,1.7043,1.5604,1,0.15596612315579,1
381.788,1,1,2,3,7,6,6,3.603936999,1.4937,1.359,1,0.09498007398788,1
579.002,1,1,1,5,3,6,6,-0.4953,2.6689,1.8529,1,0.1502435540489,1
437.887,1,1,2,3,3,6,6,-0.3381,-0.0639,0.9105,1,0.0895071965080449,1
392.344,1,1,1,2,2,5,5,-0.6981,1.0299,0.5108,1,0.0478474344519848,1
547.864,1,1,1,6,4,6,6,2.5915,3.6527,2.0491,1,0.139169362474581,1
437.669,1,1,1,6,2,6,6,-1.044,3.4024,2.0604,1,0.117246821318263,1
537.457,1,1,1,5,3,6,6,0.42,1.3817,1.3798,1,0.17624121702867,1
523.665,1,1,1,6,3,6,6,-0.3381,2.051,1.1918,1,0.123958797400226,1
378.028,1,1,1,4,3,6,6,-0.3381,1.7674,1.3769,1,0.132991356915234,1
568.735,1,1,2,5,4,6,6,0.329,2.1953,1.7408,1,0.137310023128779,1
405.246,1,1,1,5,4,6,6,1.398,1.1001,1.049,1,0.156493130882569,1
434.906,1,1,1,4,1,6,6,-1.407,0.6622,0.2888,1,0.0594707344076626,1
573.038,1,1,1,4,3,6,6,-0.082,0.4146,0.9004,1,0.128003566975968,1
429.338,1,1,1,3,4,4,4,0.1885,0.5756,-0.3546,1,0.0400210859376149,1
445.043,1,1,2,1,3,5,6,-0.4725,0.5447,0.9482,1,0.0536813922720508,1
513.746,1,1,1,5,3,5,5,-0.5021,2.2663,1.2545,1,0.091875813342627,1
525.143,1,1,1,5,3,6,6,-0.3381,2.6212,1.546,1,0.123154512057873,1
396.168,1,1,1,4,4,6,6,0.4451,2.4707,1.4907,1,0.133244929927595,1
426.637,2,1,1,3,3,6,6,-0.3381,1.7938,1.18,1,0.10354654916102,1
629.254,2,1,2,4,3,6,6,-0.1144,1.3921,1.1977,1,0.0965491888725012,1
523.428,2,1,1,3,2,6,6,-1.072,1.6071,1.008,1,0.0786139445081732,1
437.398,2,1,2,3,7,6,6,3.135717054,1.9647,1.6561,1,0.123101270618689,1
457.949,2,1,2,2,4,6,6,0.9646,0.7205,0.2276,1,0.0452451503623321,1
489.808,2,1,1,1,4,6,6,-0.0644,1.5479,1.2549,1,0.107597258732928,1
497.633,2,1,1,4,7,6,6,3.325330146,3.0439,2.0527,1,0.164580304238016,1
420.179,2,1,1,2,3,6,6,-0.3381,0.7132,1.0721,1,0.111492291809135,1
420.963,2,1,2,2,2,6,6,-1.1407,0.7999,0.7114,1,0.0447513101091832,1
425.905,2,1,2,1,3,6,6,-0.3381,0.379,0.1228,1,0.0294830213641506,1
462.513,2,1,2,3,2,6,6,-1.0137,0.7969,1.2269,1,0.0883733949324198,1
574.694,2,1,1,6,2,6,6,-0.9585,1.0957,1.3367,1,0.153296649712318,1
387.094,2,1,1,4,7,6,6,2.978981971,0.7211,0.9511,1,0.129836361976661,1
387.141,2,1,2,3,3,6,6,-0.7346,0.9114,1.145,1,0.0841821804522936,1
425.482,2,1,2,1,3,6,6,-0.3381,0.7919,0.4689,1,0.0378500285375728,1
543.873,2,1,2,4,4,4,6,2.5915,0.3905,1.0775,1,0.0863822659896471,1
500.694,2,1,1,5,4,6,6,0.1491,2.6653,1.5622,0,0.13317834683209,1
360.871,2,1,2,3,4,5,5,0.1157,-0.2679,0.2818,0,0.0463027325316707,1
549.556,1,1,1,6,1,6,6,-2.032,-0.3476,0.8063,0,0.101936456480684,1
572.471,2,1,1,3,4,5,6,1.0269,0.5694,-0.1792,0,0.0543426894164806,1
554.286,2,1,1,5,3,6,6,-0.4725,1.2352,1.45,0,0.170462711535931,1
481.408,1,1,1,5,2,6,6,-0.8616,2.6212,1.6494,0,0.118788869112717,1
467.514,1,1,1,3,3,6,6,-0.3381,1.99,1.81,0,0.184661229964241,1
354.855,2,1,1.876013373,2,4,5,5,-0.2015,0.3632,0.5551,0,0.0453955231820072,1
593.831,2,1,1,3,4,6,6,0.3171,0.6048,1.3009,0,0.176728379825645,1
517.383,2,1,1,4,3,4,6,-0.0099,2.0101,1.6107,0,0.116664476472257,1
472.743,1,1,1,5,3,6,6,-0.66,1.6533,1.5209,0,0.153937140405174,1
479.928,1,1,1,3,3,6,6,-0.3381,1.1762,1.201,0,0.123939010861066,1
452.012,1,1,2,2,4,5,5,0.2774,0.0281,0.3906,0,0.0423386810856667,1
390.128,1,2,1,1,3,6,6,-0.4838,-2.1469,-0.1856,0,0.133387137039516,1
411.502,1,1,1,3,4,5,5,1.5043,0.9423,0.0033,0,0.0582380354580352,1
319.237,2,1,2,2,2,5,5,-1.0597,-0.8166,0.0802,0,0.0255347347523508,1
523.38,2,1,2,4,4,6,6,0.4597,1.6095,1.4842,0,0.128423498973114,1
421.185,2,1,1,6,1,2,6,-0.9239,2.34,1.5873,0,0.0642298102323734,1
500.695,2,1,1,2,4,6,6,2.5915,0.6679,1.1795,0,0.144648573516632,1
560.611,2,1,1,3,3,6,6,-0.6334,-0.0662,0.8477,0,0.107556507587989,1
553,1,1,1,4,3,6,6,-0.3381,2.1048,1.8109,0,0.180295484187313,1
570.635,1,1,1,3,4,6,6,2.5915,2.0218,1.4497,0,0.141517128182306,1
602.069,1,1,2,4,3,6,6,0.5643,1.3921,1.3216,0,0.118579901554042,1
