educ,wrkstat,income,year,alcmon,verep,analwt_c2,yearrecode,bngdrkmon,coutyp4,catag3,vestr,mrjmon,irsex,mrjflag,irsex2
4,1,4,2018,0,2,1762,2018,0,1,4,40033,0,1,0,0
4,1,2,2018,0,2,8295,2018,0,2,3,40033,0,1,0,0
4,4,1,2018,0,2,13524,2018,0,1,5,40033,0,2,0,1
3,1,4,2018,0,2,772,2018,0,3,4,40033,0,2,0,1
2,1,2,2018,1,2,2295,2018,1,3,2,40033,0,1,1,0
3,1,3,2018,0,2,3488,2018,0,1,3,40033,0,2,0,1
3,1,3,2018,1,2,1653,2018,1,2,2,40033,0,2,1,1
4,1,4,2018,1,2,742,2018,1,1,2,40033,0,2,0,1
4,1,4,2018,1,2,1304,2018,0,2,3,40033,0,2,0,1
3,1,2,2018,0,2,7321,2018,0,2,4,40033,0,2,1,1
4,1,4,2018,1,2,12336,2018,0,2,5,40033,0,1,0,0
2,4,4,2018,1,2,4845,2018,0,2,4,40033,0,2,0,1
3,1,4,2018,1,2,4024,2018,1,2,2,40033,0,1,1,0
3,2,2,2018,1,2,4640,2018,0,1,2,40033,0,2,0,1
4,1,4,2018,1,2,14594,2018,0,1,5,40033,0,2,1,1
4,1,4,2018,1,2,6337,2018,1,3,4,40033,0,2,0,1
2,1,3,2018,0,2,3060,2018,0,3,3,40033,0,2,0,1
4,1,4,2018,1,2,6769,2018,1,3,3,40033,0,2,1,1
2,1,2,2018,1,2,13503,2018,0,1,5,40033,0,2,1,1
3,1,2,2018,1,2,1379,2018,1,2,2,40033,0,1,1,0
3,1,2,2018,1,2,2717,2018,1,1,2,40033,0,1,0,0
4,4,4,2018,1,2,24914,2018,0,1,5,40033,0,2,1,1
3,1,4,2018,0,2,7453,2018,0,2,5,40033,0,2,0,1
2,4,3,2018,1,2,12994,2018,1,2,5,40033,0,2,0,1
4,4,3,2018,1,2,2499,2018,1,2,2,40033,0,1,1,0
4,1,4,2018,1,2,4184,2018,1,1,3,40033,0,1,0,0
1,1,2,2018,1,2,5867,2018,1,1,4,40033,0,1,1,0
4,1,4,2018,1,2,2487,2018,0,1,3,40033,0,1,0,0
4,1,4,2018,0,2,3039,2018,0,1,3,40033,0,2,0,1
2,1,2,2018,0,2,2533,2018,0,2,5,40033,0,1,1,0
3,1,2,2018,1,2,2297,2018,1,2,3,40033,0,2,1,1
1,1,2,2018,0,2,16752,2018,0,1,4,40033,0,2,0,1
4,1,2,2018,0,2,1469,2018,0,3,4,40033,0,2,1,1
4,1,4,2018,1,2,5017,2018,0,2,2,40033,0,1,0,0
4,1,4,2018,0,2,14890,2018,0,1,5,40033,0,1,0,0
3,1,2,2018,1,2,982,2018,0,2,2,40033,1,1,1,0
4,1,4,2018,0,2,9037,2018,0,1,5,40033,0,2,0,1
3,2,1,2018,1,2,613,2018,1,1,2,40033,0,1,0,0
4,1,3,2018,1,2,4479,2018,1,3,4,40033,0,2,0,1
2,1,3,2018,0,2,9859,2018,0,1,5,40033,0,1,0,0
3,1,2,2018,1,2,4327,2018,1,1,2,40033,1,2,1,1
1,1,1,2018,1,2,6951,2018,1,3,2,40033,0,1,1,0
4,1,1,2018,0,2,9296,2018,0,1,2,40033,0,1,1,0
4,1,3,2018,1,2,4053,2018,1,1,2,40033,0,2,1,1
3,2,2,2018,1,2,10406,2018,0,1,5,40033,0,2,0,1
3,1,4,2018,1,2,5886,2018,1,1,4,40033,0,2,1,1
1,2,3,2018,1,2,4132,2018,1,2,2,40033,1,1,1,0
4,1,4,2018,1,2,2988,2018,0,2,4,40033,0,2,1,1
4,2,4,2018,1,2,1931,2018,0,1,4,40033,0,2,0,1
3,1,2,2018,1,2,10552,2018,1,2,5,40033,1,2,1,1
3,2,1,2018,0,2,509,2018,0,1,2,40033,0,2,0,1
4,2,4,2018,1,2,857,2018,1,1,2,40033,0,2,1,1
1,1,2,2018,0,2,77,2018,0,1,2,40033,0,1,0,0
3,3,1,2018,0,2,1238,2018,0,1,2,40033,0,2,1,1
3,2,1,2018,1,2,3687,2018,0,1,4,40033,0,2,1,1
2,4,2,2018,1,2,20958,2018,0,2,5,40033,1,1,1,0
4,1,4,2018,0,2,33290,2018,0,2,5,40033,0,2,0,1
1,4,2,2018,0,2,2341,2018,0,1,2,40033,0,1,0,0
2,1,3,2018,1,2,2182,2018,1,1,2,40033,1,1,1,0
2,2,1,2018,0,2,9643,2018,0,1,5,40033,0,1,1,0
2,1,4,2018,0,2,3020,2018,0,2,2,40033,0,1,0,0
3,1,2,2018,1,2,3337,2018,0,2,4,40033,0,2,0,1
4,4,3,2018,0,2,2411,2018,0,1,2,40033,1,1,1,0
4,1,3,2018,1,2,1098,2018,1,3,2,40033,1,2,1,1
3,4,4,2018,1,2,1836,2018,1,2,2,40033,0,2,0,1
3,1,1,2018,0,2,5741,2018,0,2,3,40033,0,1,0,0
3,1,4,2018,1,2,14779,2018,0,2,4,40033,0,2,1,1
3,1,4,2018,1,2,3354,2018,0,1,3,40033,0,1,1,0
4,1,4,2018,1,2,19502,2018,0,2,5,40033,0,1,1,0
3,1,2,2018,1,2,2460,2018,0,1,2,40033,0,1,0,0
4,1,4,2018,0,2,10637,2018,0,1,5,40033,0,2,0,1
4,1,4,2018,1,2,4173,2018,1,1,3,40033,0,1,1,0
4,2,4,2018,1,2,4349,2018,1,1,2,40033,0,2,1,1
2,1,2,2018,1,2,3946,2018,0,2,4,40033,0,2,0,1
3,1,4,2018,0,2,486,2018,0,3,2,40033,0,1,0,0
3,4,1,2018,1,2,1402,2018,1,1,2,40033,1,2,1,1
3,1,3,2018,1,2,12581,2018,1,2,4,40033,0,2,1,1
1,3,2,2018,0,2,4074,2018,0,3,2,40033,0,1,0,0
2,1,2,2018,0,2,11230,2018,0,2,3,40033,0,2,1,1
4,1,4,2018,1,2,4080,2018,1,2,3,40033,0,2,1,1
2,1,3,2018,0,2,1383,2018,0,3,2,40033,0,1,0,0
3,1,4,2018,1,2,3651,2018,1,3,3,40033,0,1,1,0
4,1,4,2018,1,2,5824,2018,1,2,3,40033,0,1,1,0
4,4,2,2018,0,2,3039,2018,0,2,2,40033,0,2,0,1
3,1,4,2018,0,2,4011,2018,0,2,4,40033,1,2,1,1
4,1,4,2018,1,2,8836,2018,0,2,4,40033,1,1,1,0
2,1,4,2018,0,2,3373,2018,0,2,2,40033,0,1,0,0
4,1,4,2018,1,2,7912,2018,1,1,4,40033,0,2,1,1
1,1,2,2018,0,2,1030,2018,0,2,4,40033,0,1,0,0
4,4,2,2018,0,2,15621,2018,0,1,5,40033,0,1,1,0
3,1,4,2018,1,2,23300,2018,0,2,5,40033,0,2,1,1
1,2,2,2018,0,2,928,2018,0,1,4,40033,0,2,1,1
2,4,1,2018,1,2,2838,2018,1,1,4,40033,1,2,1,1
3,4,1,2018,0,2,414,2018,0,1,2,40033,0,2,0,1
3,2,3,2018,1,2,7251,2018,0,2,2,40033,0,2,0,1
3,1,2,2018,1,2,1094,2018,0,2,2,40033,0,2,0,1
4,4,1,2018,1,2,16119,2018,1,1,5,40033,1,1,1,0
4,1,4,2018,0,2,6170,2018,0,1,4,40033,0,1,0,0
2,1,2,2018,1,2,2319,2018,1,1,3,40033,0,2,1,1
3,1,4,2018,1,2,4371,2018,1,3,4,40033,0,1,1,0
3,1,1,2018,0,2,1044,2018,0,2,4,40033,0,2,1,1
2,1,2,2018,0,2,3146,2018,0,2,5,40033,0,2,1,1
3,1,3,2018,1,2,2425,2018,1,1,3,40033,0,1,1,0
4,1,4,2018,1,2,5654,2018,1,1,4,40033,0,2,1,1
2,1,3,2018,0,2,1476,2018,0,3,2,40033,0,1,1,0
4,1,4,2018,1,2,2106,2018,0,1,4,40033,0,1,1,0
4,1,4,2018,1,2,9087,2018,0,3,5,40033,0,2,0,1
4,4,4,2018,1,2,5125,2018,0,2,3,40033,0,2,1,1
4,1,4,2018,1,2,3704,2018,1,1,4,40033,0,1,1,0
4,1,4,2018,1,2,1352,2018,1,1,4,40033,0,2,1,1
1,4,2,2018,0,2,2512,2018,0,2,3,40033,0,2,1,1
3,2,1,2018,1,2,476,2018,1,1,2,40033,0,1,1,0
1,4,2,2018,1,2,1259,2018,1,3,2,40033,0,2,1,1
4,1,4,2018,1,2,7748,2018,1,1,4,40033,0,1,1,0
2,1,3,2018,0,2,4340,2018,0,1,3,40033,0,1,0,0
4,3,4,2018,1,2,3382,2018,0,2,2,40033,0,2,0,1
4,1,4,2018,1,2,8754,2018,1,2,3,40033,0,1,1,0
2,1,3,2018,1,2,8003,2018,1,3,5,40033,0,1,0,0
3,1,4,2018,0,2,2337,2018,0,1,3,40033,0,2,1,1
3,1,1,2018,1,2,4805,2018,0,2,2,40033,0,2,0,1
3,2,2,2018,0,2,22135,2018,0,1,5,40033,0,1,0,0
2,1,2,2018,0,2,4322,2018,0,2,4,40033,0,1,0,0
2,2,1,2018,0,2,2072,2018,0,2,2,40033,1,2,1,1
3,1,2,2018,1,2,442,2018,1,1,2,40033,1,2,1,1
4,3,3,2018,0,2,842,2018,0,1,3,40033,0,2,0,1
2,1,4,2018,0,2,5662,2018,0,2,2,40033,0,1,0,0
3,1,4,2018,1,2,4374,2018,0,2,4,40033,0,1,1,0
2,1,2,2018,0,2,1840,2018,0,2,2,40033,0,1,0,0
2,4,4,2018,1,2,20184,2018,1,1,5,40033,0,2,0,1
2,4,1,2018,0,2,4651,2018,0,1,3,40033,0,1,1,0
3,2,1,2018,0,2,5732,2018,0,2,3,40033,0,2,0,1
4,1,4,2018,0,2,3578,2018,0,2,3,40033,0,1,0,0
3,4,4,2018,1,2,16803,2018,0,2,5,40033,1,1,1,0
4,1,4,2018,1,2,3362,2018,0,2,4,40033,0,2,1,1
1,1,1,2018,1,2,1911,2018,0,2,3,40033,0,1,1,0
1,3,2,2018,1,2,2025,2018,1,1,2,40033,0,1,1,0
4,2,4,2018,1,2,6144,2018,0,2,2,40033,0,1,1,0
1,1,2,2018,0,2,4785,2018,0,3,3,40033,0,1,1,0
3,2,2,2018,0,2,3314,2018,0,2,2,40033,0,2,0,1
4,2,4,2018,0,2,2773,2018,0,2,2,40033,0,1,1,0
4,1,1,2018,0,2,3944,2018,0,1,2,40033,0,2,1,1
3,1,3,2018,1,2,3070,2018,1,1,2,40033,1,1,1,0
3,3,2,2018,1,2,3920,2018,1,2,3,40033,0,2,1,1
4,4,4,2018,1,2,15671,2018,0,2,5,40033,0,2,0,1
3,1,3,2018,0,2,1774,2018,0,3,3,40033,0,2,0,1
2,1,1,2018,1,2,3881,2018,1,3,3,40033,1,2,1,1
2,2,1,2018,1,2,14586,2018,0,2,5,40033,0,2,0,1
3,1,2,2018,1,2,2049,2018,1,1,2,40033,0,1,0,0
3,4,3,2018,0,2,12248,2018,0,3,5,40033,0,2,0,1
3,4,1,2018,0,2,551,2018,0,1,2,40033,0,2,0,1
4,4,4,2018,0,2,3311,2018,0,1,2,40033,0,1,0,0
3,1,1,2018,0,2,14030,2018,0,1,5,40033,0,1,1,0
3,2,3,2018,1,2,2647,2018,1,2,2,40033,1,2,1,1
4,1,4,2018,1,2,6225,2018,1,2,3,40033,0,2,1,1
3,2,1,2018,0,2,1025,2018,0,1,2,40033,0,1,0,0
3,4,3,2018,1,2,5885,2018,1,2,4,40033,0,2,0,1
4,1,3,2018,1,2,4506,2018,0,3,4,40033,0,2,0,1
3,2,1,2018,1,2,2458,2018,1,1,3,40033,0,2,1,1
3,1,4,2018,1,2,9741,2018,1,2,4,40033,0,1,1,0
2,4,1,2018,0,2,3724,2018,0,1,3,40033,0,2,0,1
4,1,4,2018,1,2,7647,2018,0,2,4,40033,0,2,1,1
3,4,1,2018,1,2,1716,2018,1,2,2,40033,0,2,1,1
1,2,4,2018,1,2,2754,2018,1,2,2,40033,0,2,0,1
4,1,4,2018,1,2,5210,2018,0,2,5,40033,0,1,0,0
1,1,2,2018,0,2,2014,2018,0,2,5,40033,0,2,0,1
4,4,3,2018,1,2,7460,2018,0,3,5,40033,0,2,1,1
1,4,3,2018,0,2,25347,2018,0,3,5,40033,0,1,0,0
2,2,2,2018,1,2,9546,2018,0,1,4,40033,0,1,0,0
4,1,4,2018,1,2,3060,2018,0,1,4,40033,0,1,0,0
3,1,3,2018,1,2,4579,2018,1,3,3,40033,0,1,1,0
1,4,1,2018,0,2,2421,2018,0,1,4,40033,0,2,0,1
4,1,4,2018,1,2,3857,2018,0,1,4,40033,0,2,1,1
4,2,4,2018,1,2,7350,2018,1,2,3,40033,0,2,1,1
3,1,4,2018,0,2,4868,2018,0,2,4,40033,0,1,1,0
3,4,4,2018,1,2,5828,2018,1,1,2,40033,0,2,1,1
2,4,1,2018,0,2,5299,2018,0,3,5,40033,0,2,0,1
2,2,4,2018,0,2,5771,2018,0,1,3,40033,0,1,0,0
2,4,3,2018,0,2,12723,2018,0,3,5,40033,0,2,0,1
2,4,2,2018,0,2,11057,2018,0,2,5,40033,0,2,0,1
3,2,1,2018,0,2,1351,2018,0,2,2,40033,1,2,1,1
1,1,4,2018,1,2,13155,2018,0,3,4,40033,0,1,0,0
3,2,4,2018,1,2,444,2018,1,2,2,40033,0,2,1,1
4,1,4,2018,1,2,17796,2018,0,3,5,40033,0,2,0,1
4,1,2,2018,1,2,5504,2018,0,2,3,40033,0,1,0,0
4,1,2,2018,1,2,1913,2018,1,2,4,40033,1,1,1,0
4,4,4,2018,0,2,8935,2018,0,1,5,40033,0,2,0,1
3,1,2,2018,1,2,1359,2018,0,2,2,40033,0,1,1,0
4,1,4,2018,1,2,4456,2018,1,3,4,40033,0,1,0,0
4,4,4,2018,0,2,9538,2018,0,1,5,40033,0,2,0,1
3,1,4,2018,1,2,3571,2018,1,1,5,40033,0,1,1,0
1,1,2,2018,1,2,4135,2018,1,2,5,40033,0,2,1,1
3,4,2,2018,1,2,13885,2018,1,2,5,40033,0,2,1,1
1,1,2,2018,0,2,1173,2018,0,2,3,40033,0,2,1,1
3,4,2,2018,1,2,1199,2018,1,1,4,40033,0,1,1,0
3,2,1,2018,1,2,2059,2018,1,2,2,40033,0,2,0,1
2,1,2,2018,1,2,17330,2018,1,2,5,40033,0,1,1,0
3,2,4,2018,0,2,413,2018,0,1,2,40033,0,2,0,1
2,4,1,2018,0,2,2085,2018,0,2,2,40033,0,1,1,0
3,1,4,2018,1,2,8192,2018,1,1,5,40033,0,2,1,1
3,2,2,2018,1,2,5640,2018,1,2,2,40033,1,2,1,1
3,1,3,2018,1,2,1929,2018,0,3,4,40033,1,1,1,0
4,1,4,2018,0,2,8718,2018,0,1,2,40033,0,2,0,1
2,1,2,2019,0,2,3775,2019,0,3,2,40033,0,2,0,1
4,1,4,2019,0,2,1334,2019,0,1,3,40033,0,2,1,1
1,4,1,2019,0,2,17168,2019,0,2,5,40033,0,2,0,1
3,1,4,2019,1,2,4577,2019,1,2,4,40033,1,2,1,1
4,1,2,2019,1,2,3321,2019,0,2,3,40033,0,2,0,1
4,1,4,2019,1,2,3364,2019,1,1,4,40033,0,1,1,0
4,4,4,2019,1,2,7202,2019,0,1,5,40033,0,2,1,1
4,1,1,2019,1,2,1193,2019,0,2,2,40033,0,2,0,1
4,1,2,2019,1,2,2062,2019,1,2,4,40033,1,2,1,1
1,4,2,2019,0,2,15615,2019,0,2,5,40033,0,2,0,1
4,1,4,2019,1,2,3073,2019,1,2,3,40033,0,2,1,1
2,1,4,2019,0,2,5090,2019,0,3,3,40033,0,2,1,1
2,1,4,2019,1,2,4795,2019,1,3,4,40033,0,2,1,1
3,1,2,2019,1,2,2024,2019,1,2,2,40033,0,1,0,0
3,1,3,2019,0,2,4406,2019,0,1,4,40033,0,2,0,1
3,1,2,2019,0,2,8067,2019,0,1,5,40033,0,2,0,1
3,1,2,2019,1,2,1057,2019,1,3,3,40033,0,2,1,1
4,1,4,2019,1,2,7865,2019,1,1,4,40033,0,2,0,1
2,4,1,2019,0,2,3905,2019,0,2,4,40033,0,1,1,0
4,1,4,2019,1,2,5541,2019,0,1,5,40033,1,1,1,0
2,3,3,2019,1,2,722,2019,1,2,2,40033,1,2,1,1
2,1,2,2019,0,2,5698,2019,0,2,4,40033,0,2,1,1
4,1,4,2019,1,2,5799,2019,0,1,4,40033,0,2,1,1
4,4,2,2019,0,2,28071,2019,0,1,5,40033,0,2,1,1
2,4,3,2019,0,2,7798,2019,0,3,4,40033,0,2,1,1
3,3,1,2019,0,2,926,2019,0,2,3,40033,0,2,1,1
2,1,4,2019,0,2,1947,2019,0,1,2,40033,0,1,0,0
2,1,4,2019,1,2,9360,2019,0,2,5,40033,0,1,1,0
3,1,2,2019,0,2,6366,2019,0,1,3,40033,0,2,0,1
4,1,4,2019,1,2,14745,2019,0,2,4,40033,0,1,1,0
3,1,4,2019,1,2,1964,2019,1,1,2,40033,0,2,1,1
4,1,4,2019,0,2,3566,2019,0,1,2,40033,0,1,0,0
4,4,3,2019,0,2,7053,2019,0,1,5,40033,0,2,0,1
2,2,2,2019,1,2,1172,2019,1,1,3,40033,1,2,1,1
4,1,4,2019,0,2,4250,2019,0,1,4,40033,0,2,1,1
3,2,1,2019,0,2,848,2019,0,1,2,40033,0,1,0,0
2,4,3,2019,1,2,1599,2019,0,1,2,40033,0,2,0,1
3,2,2,2019,1,2,1192,2019,1,2,3,40033,0,2,0,1
1,2,4,2019,0,2,6209,2019,0,1,2,40033,0,2,0,1
3,4,2,2019,1,2,858,2019,0,3,2,40033,1,2,1,1
2,1,3,2019,0,2,1632,2019,0,1,3,40033,0,1,0,0
1,4,1,2019,1,2,7393,2019,1,2,4,40033,0,1,0,0
2,1,4,2019,0,2,3193,2019,0,2,4,40033,0,1,0,0
2,3,1,2019,1,2,1379,2019,0,3,5,40033,0,1,0,0
2,3,2,2019,1,2,1438,2019,0,1,2,40033,0,2,0,1
3,4,3,2019,1,2,14898,2019,0,2,5,40033,0,2,1,1
3,1,4,2019,0,2,5762,2019,0,3,4,40033,0,2,0,1
2,1,2,2019,1,2,5816,2019,1,1,2,40033,0,1,1,0
3,3,2,2019,0,2,5522,2019,0,3,2,40033,0,1,0,0
3,1,2,2019,0,2,4985,2019,0,3,5,40033,0,1,0,0
1,4,1,2019,0,2,6560,2019,0,2,5,40033,0,2,0,1
4,1,3,2019,1,2,7642,2019,0,2,4,40033,0,2,1,1
3,2,2,2019,1,2,2260,2019,0,2,3,40033,0,1,1,0
4,1,4,2019,1,2,3000,2019,1,3,4,40033,0,1,1,0
4,1,1,2019,1,2,692,2019,1,1,2,40033,0,2,1,1
2,1,4,2019,1,2,6144,2019,1,3,4,40033,0,2,1,1
4,2,4,2019,1,2,6588,2019,0,2,5,40033,0,1,1,0
3,1,3,2019,1,2,539,2019,0,2,2,40033,0,1,1,0
2,4,1,2019,1,2,12006,2019,1,1,4,40033,0,1,1,0
3,1,2,2019,1,2,3722,2019,0,2,3,40033,0,2,1,1
3,1,3,2019,0,2,2297,2019,0,1,2,40033,0,2,1,1
4,1,4,2019,0,2,7053,2019,0,1,3,40033,0,1,0,0
4,2,4,2019,1,2,4634,2019,0,2,4,40033,0,2,1,1
2,2,4,2019,0,2,2470,2019,0,2,2,40033,0,2,0,1
2,4,2,2019,1,2,6713,2019,1,1,4,40033,1,1,1,0
3,2,4,2019,0,2,4457,2019,0,2,2,40033,0,2,0,1
2,1,4,2019,0,2,3661,2019,0,3,2,40033,0,2,0,1
2,1,4,2019,1,2,3310,2019,1,2,2,40033,0,1,0,0
4,1,3,2019,1,2,2072,2019,0,1,3,40033,0,1,0,0
2,4,2,2019,1,2,30327,2019,1,1,5,40033,0,2,0,1
1,2,4,2019,1,2,160,2019,1,2,2,40033,0,1,1,0
4,1,4,2019,1,2,13274,2019,1,2,5,40033,1,2,1,1
3,1,4,2019,0,2,7173,2019,0,1,4,40033,0,2,1,1
1,1,3,2019,1,2,2343,2019,0,1,2,40033,0,1,0,0
2,4,1,2019,1,2,2822,2019,1,2,5,40033,1,1,1,0
4,1,4,2019,1,2,2911,2019,1,1,2,40033,0,1,1,0
2,1,2,2019,0,2,1281,2019,0,2,3,40033,1,2,1,1
2,4,3,2019,0,2,13561,2019,0,1,5,40033,0,2,1,1
1,1,1,2019,0,2,2592,2019,0,2,5,40033,0,2,0,1
4,1,2,2019,1,2,1846,2019,0,2,2,40033,1,2,1,1
2,2,2,2019,1,2,140,2019,1,1,2,40033,0,2,1,1
2,4,1,2019,1,2,13032,2019,1,3,5,40033,0,1,1,0
4,4,4,2019,0,2,1717,2019,0,1,4,40033,0,2,0,1
2,2,2,2019,0,2,5250,2019,0,1,4,40033,0,1,0,0
2,4,2,2019,0,2,3524,2019,0,1,3,40033,0,1,0,0
4,2,3,2019,1,2,2842,2019,0,1,4,40033,0,2,1,1
2,4,1,2019,1,2,6073,2019,1,2,4,40033,0,2,0,1
4,1,4,2019,1,2,7150,2019,0,1,5,40033,0,1,1,0
1,1,1,2019,0,2,7214,2019,0,1,5,40033,0,1,0,0
3,2,1,2019,1,2,1715,2019,0,1,2,40033,0,2,1,1
1,4,2,2019,0,2,1415,2019,0,1,2,40033,0,1,0,0
2,2,2,2019,0,2,3693,2019,0,2,5,40033,0,1,0,0
1,4,1,2019,0,2,3334,2019,0,2,4,40033,0,1,0,0
4,1,4,2019,1,2,7712,2019,0,1,5,40033,0,2,0,1
4,1,4,2019,1,2,2226,2019,0,1,5,40033,0,1,0,0
3,1,1,2019,1,2,2591,2019,1,2,2,40033,0,2,0,1
3,2,4,2019,1,2,5004,2019,1,1,2,40033,0,2,0,1
4,1,4,2019,1,2,1177,2019,1,2,4,40033,0,2,0,1
3,1,4,2019,0,2,9132,2019,0,1,4,40033,0,2,0,1
4,1,4,2019,0,2,6860,2019,0,2,5,40033,0,2,0,1
2,1,3,2019,0,2,239,2019,0,3,2,40033,0,1,0,0
2,4,4,2019,0,2,4656,2019,0,3,5,40033,0,1,0,0
4,1,3,2019,0,2,11635,2019,0,1,4,40033,0,1,0,0
4,1,4,2019,1,2,12385,2019,0,1,5,40033,0,2,1,1
4,1,4,2019,1,2,6757,2019,1,3,4,40033,0,2,1,1
4,4,3,2019,0,2,19127,2019,0,1,5,40033,0,2,1,1
2,4,2,2019,0,2,792,2019,0,3,4,40033,0,2,0,1
2,1,3,2019,0,2,4364,2019,0,2,3,40033,0,2,0,1
2,4,1,2019,1,2,1177,2019,1,2,4,40033,0,2,0,1
4,4,2,2019,1,2,10908,2019,0,3,5,40033,0,1,0,0
2,1,2,2019,1,2,5125,2019,0,1,2,40033,0,2,1,1
4,1,3,2019,1,2,17180,2019,0,1,5,40033,0,1,0,0
1,1,1,2019,1,2,1462,2019,1,2,4,40033,0,2,1,1
2,4,2,2019,1,2,11403,2019,0,3,5,40033,0,2,0,1
3,4,3,2019,1,2,7129,2019,0,1,4,40033,1,2,1,1
3,1,2,2019,1,2,1361,2019,0,2,2,40033,0,1,0,0
3,4,3,2019,1,2,14436,2019,1,1,5,40033,1,1,1,0
2,1,2,2019,1,2,8274,2019,1,2,4,40033,0,1,1,0
4,1,4,2019,0,2,13523,2019,0,1,5,40033,0,2,0,1
2,1,1,2019,0,2,4047,2019,0,3,2,40033,1,2,1,1
4,1,4,2019,1,2,4478,2019,0,2,4,40033,0,2,0,1
3,2,2,2019,0,2,13122,2019,0,2,5,40033,0,2,0,1
2,1,2,2019,1,2,4168,2019,1,1,4,40033,0,2,1,1
3,1,4,2019,1,2,4161,2019,0,1,4,40033,0,2,0,1
4,1,4,2019,0,2,3748,2019,0,2,3,40033,0,2,1,1
4,4,1,2019,0,2,3283,2019,0,2,5,40033,0,2,0,1
4,1,4,2019,1,2,4594,2019,1,1,2,40033,0,2,1,1
2,2,4,2019,1,2,2729,2019,1,3,2,40033,0,1,1,0
3,1,3,2019,1,2,11625,2019,0,2,5,40033,0,1,1,0
3,1,3,2019,1,2,453,2019,1,1,4,40033,0,2,1,1
4,1,4,2019,1,2,24612,2019,1,1,5,40033,0,2,0,1
3,1,3,2019,1,2,1578,2019,1,2,3,40033,1,1,1,0
3,1,2,2019,0,2,1262,2019,0,1,2,40033,0,1,1,0
3,4,3,2019,0,2,416,2019,0,2,4,40033,0,2,0,1
4,1,4,2019,1,2,13102,2019,1,3,3,40033,0,1,1,0
2,4,3,2019,0,2,11487,2019,0,2,5,40033,0,1,0,0
4,2,2,2019,0,2,3276,2019,0,2,4,40033,0,1,0,0
4,1,1,2019,0,2,10630,2019,0,3,5,40033,0,2,1,1
3,2,4,2019,1,2,4635,2019,1,1,2,40033,0,1,1,0
3,1,2,2019,1,2,5958,2019,0,2,3,40033,0,2,1,1
2,4,1,2019,0,2,5871,2019,0,2,4,40033,0,2,0,1
2,1,4,2019,1,2,6372,2019,1,1,5,40033,0,1,0,0
3,1,4,2019,1,2,10947,2019,0,2,5,40033,0,1,1,0
2,4,3,2019,1,2,13767,2019,1,2,5,40033,0,2,1,1
3,1,2,2019,0,2,1815,2019,0,2,2,40033,0,2,1,1
1,4,4,2019,1,2,3129,2019,1,1,2,40033,1,1,1,0
4,1,4,2019,1,2,4249,2019,1,1,4,40033,0,1,1,0
3,4,2,2019,0,2,7243,2019,0,2,5,40033,0,2,0,1
3,1,2,2019,0,2,121,2019,0,2,3,40033,0,2,0,1
3,1,4,2019,0,2,5481,2019,0,2,3,40033,0,2,1,1
4,1,3,2019,1,2,1362,2019,1,1,2,40033,1,1,1,0
3,4,1,2019,0,2,4707,2019,0,2,3,40033,0,2,1,1
3,1,3,2019,1,2,2066,2019,0,1,3,40033,0,1,1,0
2,4,4,2019,0,2,30815,2019,0,1,5,40033,0,1,0,0
2,1,3,2019,1,2,2557,2019,0,1,4,40033,0,1,1,0
2,1,3,2019,1,2,2355,2019,1,2,2,40033,0,2,1,1
2,4,2,2019,1,2,13648,2019,0,3,5,40033,0,2,0,1
4,1,4,2019,0,2,6894,2019,0,1,3,40033,0,2,1,1
4,1,4,2019,1,2,2975,2019,1,1,5,40033,0,2,0,1
2,4,3,2019,0,2,1310,2019,0,2,4,40033,0,2,0,1
4,1,4,2019,1,2,2773,2019,0,3,4,40033,0,2,0,1
4,1,3,2019,1,2,3947,2019,1,1,2,40033,1,1,1,0
4,1,4,2019,1,2,1357,2019,0,1,4,40033,0,1,0,0
4,1,4,2019,1,2,2611,2019,1,1,3,40033,0,1,1,0
3,4,2,2019,0,2,7045,2019,0,3,5,40033,0,2,0,1
3,1,3,2019,1,2,393,2019,0,2,3,40033,0,2,1,1
4,4,1,2019,0,2,921,2019,0,1,3,40033,0,2,0,1
1,1,2,2019,1,2,4659,2019,1,2,3,40033,0,1,0,0
2,1,4,2019,1,2,5459,2019,1,2,4,40033,1,1,1,0
4,2,4,2019,0,2,3945,2019,0,1,2,40033,0,2,0,1
1,1,2,2019,1,2,3059,2019,1,2,3,40033,0,2,1,1
3,4,2,2019,1,2,14216,2019,0,1,5,40033,0,1,0,0
3,1,4,2019,0,2,6557,2019,0,1,2,40033,0,1,0,0
3,4,4,2019,0,2,9025,2019,0,2,5,40033,0,2,0,1
2,1,3,2019,1,2,1718,2019,0,1,5,40033,0,2,1,1
3,1,2,2019,1,2,1301,2019,1,2,3,40033,0,2,0,1
1,4,3,2019,0,2,1261,2019,0,2,2,40033,1,2,1,1
2,4,2,2019,1,2,15531,2019,0,2,5,40033,0,2,0,1
1,3,1,2019,1,2,9269,2019,1,1,5,40033,1,2,1,1
1,3,4,2019,0,2,2644,2019,0,2,2,40033,0,2,1,1
3,4,2,2019,0,2,5746,2019,0,1,5,40033,0,2,1,1
3,4,3,2019,0,2,515,2019,0,2,4,40033,0,2,0,1
2,1,4,2019,1,2,8812,2019,0,1,4,40033,0,1,1,0
2,4,1,2019,0,2,17013,2019,0,1,4,40033,0,1,0,0
3,2,2,2019,1,2,8516,2019,0,1,5,40033,0,1,1,0
