Y,GENDER,ST011Q06,ST011Q07,ST013Q01,ST034Q01,MISCED,HISCED,BELONG,HOMEPOS,ESCS,treat
527.991,1,1,2,4,4,5,6,2.5915,0.2297,1.037,1
477.984,1,1,1,6,4,6,6,0.2035,0.6172,0.1669,1
578.567,1,1,1,5,4,6,6,0.2493,1.6699,1.1324,1
574.753,1,1,1,6,4,6,6,0.5073,0.7713,1.0914,1
540.152,1,1,2,3,1,6,6,-3.1297,0.1355,1.0024,1
515.445,2,1,1,3,3,5,5,0.4801,0.2628,0.7347,1
603.962,2,1.222302792,1,5,3,6,6,-0.3725,0.1844,0.9997,1
409.602,2,2,2,5,1,6,6,-0.8661,-0.2918,1.052,1
577.684,2,1,1,3,4,6,6,1.5043,2.2934,2.0641,1
675.968,2,1,2,3,3,4,4,-0.3381,0.5693,0.0564,1
495.017,2,1,1,5,4,6,6,1.0269,2.7505,2.232,1
646.863,2,1,1,6,3,5,5,-0.1985,1.4214,1.0452,1
614.912,2,1,1,6,3,6,6,-0.3381,2.0104,1.9601,1
635.853,2,1,2,2,2,6,6,-1.3055,0.3578,0.7122,1
589.826,2,1.206634322,2,4,4,6,6,1.0269,0.762,1.336,1
595.19,2,1,1,5,4,6,6,0.5901,0.2733,1.1564,1
476.644,2,1,2,3,2,4,6,-1.5735,0.7863,1.3242,1
576.358,2,1,1,5,1,6,6,-3.1297,3.2608,2.4196,1
556.717,2,1,1,3,3,6,6,0.5643,0.8134,1.4995,1
601.534,2,1,1,5,2,6,6,-0.5917,2.9517,1.8307,1
587.828,2,1,1,5,4,6,6,0.0777,1.1496,1.3338,1
701.855,2,1,1,6,4,6,6,2.5915,3.9616,2.2845,1
513.318,1,1,1,3,2,4,4,-1.1407,0.7058,0.2719,1
592.68,1,1,1,4,4,6,6,1.398,1.3927,1.5264,1
617.342,1,1,1,5,3,4,6,0.2552,0.2912,1.1216,1
652.659,1,1,2,4,2,6,6,-0.9414,0.6829,1.1416,1
537.218,1,1,1,6,4,6,6,2.5915,2.9866,1.9262,1
577.377,1,1,1,6,4,6,6,1.5043,1.8786,1.7463,1
594.752,1,1,1,5,4,6,6,0.0777,2.4182,1.8206,1
607.225,1,1,1,4,3,6,6,-0.1985,1.3262,1.502,1
522.551,1,1,1,4,3,6,6,0.7555,1.3872,1.5864,1
556.406,1,1,1,5,3,6,6,0.8348,1.2016,1.6628,1
619.205,1,1,1,6,3,6,6,0.0248,1.5312,1.598,1
532.895,1,1,2,3,3,6,6,-0.3381,0.7602,1.0047,1
632.467,1,1,1,6,3,6,6,0.42,2.4539,1.9164,1
588.217,1,1,1,5,1,4,6,-0.2712,2.1444,1.6167,1
539.812,1,1,1,6,3,5,6,-0.3381,1.5458,1.4174,1
724.114,1,1,1,6,3,4,4,-0.7104,2.5201,0.5047,1
574.488,1,1,1,6,3,6,6,-0.3725,1.8204,1.7249,1
540.437,1,1,2,3,3,6,6,0.0575,0.5191,1.164,1
586.048,2,1.012661859,1.297708724,3.703386998,2.835622528,4.47815863,6.394304302,-0.747584465,0.220147575,1.075600358,1
431.065,2,1,2,4,9,6,6,-1.4771,0.5003,0.9092,1
712.11,2,1,2,6,3,5,6,-0.3381,0.42,1.0863,1
627.93,2,1,1,6,3,6,6,-0.3381,0.404,0.9151,1
530.352,2,1,1,6,2,6,6,-1.1579,1.7981,1.4068,1
534.108,2,1,1,4,2,6,6,-1.0137,2.4757,1.6558,1
510.986,2,1,1,5,4,6,6,2.5915,1.6679,1.6276,1
567.819,2,1,2,3,4,4,4,0.7934,-0.3732,-0.2693,1
544.336,1,1,2,4,3,5,5,-0.7817,0.006,-0.4462,1
588.221,1,1,2,1,1,2,6,-1.7886,-0.9085,0.6394,1
427.191,1,1,2,4,3,6,6,0.2552,-0.2855,-0.4128,1
503.185,1,1,1,5,2,4,4,-0.9585,1.8725,0.7833,1
454.121,1,1,1,4,3,6,6,-0.3381,1.4456,0.43,1
560.42,1,1,1,4,3,6,6,-0.3381,1.8488,1.756,1
614.71,1,1,1,3,3,6,6,-0.7346,0.2452,0.9187,1
455.196,1,0.798084572,0.813161852,4.047879166,3.480531043,5.121156399,5.926135441,-0.264504651,1.903670265,1.644034415,1
526.004,1,1,2,3,2,4,4,-0.6815,0.5986,0.0878,1
608.756,1,1,1,5,3,6,6,-0.6837,1.1471,0.9816,1
610.634,1,1,1,6,3,6,6,-0.3381,0.1802,1.1222,1
565.582,1,1.180183439,0.961813433,5.552046272,4.356270588,6.876041376,6.321477026,1.101654605,2.255888169,2.692948769,1
465.084,1,1,1,6,2,6,6,-1.0313,1.7152,1.3763,1
543.022,1,1,1,4,1,4,4,-1.5354,1.8183,0.4741,1
574.769,2,1,1,3,1,6,6,-3.1297,0.8689,1.2926,1
686.618,2,1,1,6,3,6,6,-0.66,2.5538,1.7671,1
723.416,2,1,1,3,4,5,5,-0.0621,1.0838,0.4872,1
660.707,2,1,1,6,3,6,6,-0.4725,2.8811,1.8874,1
538.747,2,1,1,6,4,6,6,2.5915,3.6281,2.5339,1
473.553,2,1,1.301531723,4,3,6,6,-0.6334,1.0656,1.2202,1
621.816,2,1,1,4,3,6,6,0.0248,0.7766,1.3413,1
571.019,2,1,2,3,4,5,5,1.5611,0.5707,0.8979,1
592.326,2,1,2,3,4,5,5,2.5915,0.2056,0.2471,1
612.296,2,1,2,1,4,5,5,0.1258,0.2697,0.188,1
567.914,2,1,1,5,1,4,6,-3.1297,2.754,2.0887,1
585.217,2,1,1,4,3,6,6,-0.3381,1.0334,1.353,1
672.512,2,1,1,5,3,6,6,-0.1862,1.8405,1.8976,1
555.798,2,1,2,3,4,6,6,0.6642,0.5817,1.4143,1
671.124,2,1,1,3,2,5,6,-1.0536,-0.0616,1.054,1
607.951,2,1,1,4,3,6,6,-0.3381,1.3017,1.6996,1
613.249,2,1,2,3,3,6,6,-0.8444,0.1119,1.2417,1
525.973,1,1,1,3,4,6,6,2.5915,0.5406,1.0686,1
553.137,1,1,1,2,4,4,6,0.5901,0.2083,1.0427,1
537.867,1,1,1,6,3,6,6,-0.3381,1.7714,1.7276,1
729.635,1,1,1,3,3,6,6,-0.3381,1.5333,1.4128,1
648.836,1,1,1,3,3,6,6,-0.5064,2.3692,2.0713,1
620.192,1,1,1,5,4,6,6,0.1258,1.3449,1.5502,1
610.789,1,1,1,5,3,6,6,-0.1985,1.2908,1.2617,1
659.726,1,1,1,5,2,6,6,-1.0199,1.1753,1.6532,1
691.828,1,1,1,6,4,5,6,2.5915,2.5924,1.8433,1
