Y,GENDER,ST011Q06,ST011Q07,ST013Q01,ST034Q01,MISCED,HISCED,BELONG,HOMEPOS,ESCS,treat
470.037,1,1,2,1,3,6,6,-0.6334,-0.4421,0.255,0
469.27,1,1,2,2,2,6,6,-0.6981,-0.4856,-0.5256,0
413.667,2,1,2,3,3,6,6,-0.3381,0.7945,1.1227,0
547.075,2,1,2,4,2,6,6,-1.1982,0.7322,1.0791,0
513.463,1,1,1,4,3,6,6,1.0676,1.821,1.6032,0
463.006,1,1,1,4,3,6,6,-0.3381,-0.3214,-0.5686,0
577.401,1,1,2,3,4,6,6,0.106,-0.4794,0.6339,0
578.093,2,1,2,4,1,6,6,-1.8018,1.0064,1.1592,0
400.058,1,1,1,2,4,6,6,2.5915,0.2925,0.8142,0
455.075,2,1,2,1,3,4,4,0.0248,0.1875,0.0814,0
400.367,2,1,1,3,3,5,5,0.2067,1.0637,0.2752,0
539.907,2,1,1,3,3,4,4,-0.3381,1.2844,-0.2181,0
599.123,1,1,1,5,3,6,6,-0.3701,0.569,1.0398,0
603.159,2,1,2,4,4,6,6,2.5915,0.4687,1.2096,0
528.016,1,1,1,5,2,6,6,-0.978,2.5656,1.4843,0
571.539,1,1,1,5,4,6,6,2.5915,4.187,2.3488,0
599.896,1,1,2,3,3,4,4,0.0248,0.5374,0.4579,0
421.847,2,1,1,3,4,6,6,2.5915,1.8702,1.4767,0
527.877,1,1,1,4,4,6,6,2.5915,3.1813,2.2065,0
638.669,2,1,2,3,3,4,6,-0.082,1.6285,1.4912,0
453.652,1,1,2,2,3,4,6,-0.1515,-0.1188,1.2733,0
599.279,1,1,2,5,4,6,6,2.5915,1.4965,0.7814,0
591.429,1,1,2,4,1,6,6,-3.1297,1.3909,1.5485,0
475.041,1,1,2,3,3,5,6,-0.5064,0.0481,0.6831,0
609.878,2,1,2,3,2,6,6,-0.6729,0.2038,0.9469,0
476.349,1,1,2,3,3,6,6,-0.3381,0.0775,0.6112,0
450.579,1,1,2,4,4,6,6,1.5611,0.4501,1.1821,0
619.111,1,1,2,3,3,6,6,-1.0036,1.403,1.4496,0
536.023,2,1,1,6,3,4,4,-0.5753,1.9483,0.6458,0
546.293,1,1,2,4,4,4,6,-0.2015,0.8067,1.2305,0
394.283,1,1,1,3,2,4,4,-0.8427,1.1213,-0.3193,0
525.298,2,1,1,3,1,6,6,0.02,0.421,0.8201,0
568.209,2,1,2,3,4,6,6,0.6642,0.6912,0.9194,0
518.804,1,1,2,3,1,6,6,-1.8419,0.4879,0.9274,0
766.785,2,1,1,4,3,6,6,0.0248,0.4897,0.6594,0
554.604,1,1,1,6,4,6,6,0.9357,2.4203,1.2862,0
620.943,2,1,2,4,2,6,6,-1.0137,1.3457,1.0153,0
466.498,1,1,2,2,4,6,6,0.75,1.3999,0.9939,0
436.383,1,1,2,3,3,5,6,-0.5064,-0.5042,0.0462,0
548.617,1,1,1,4,4,6,6,2.5915,3.6473,2.0264,0
418.447,1,1,1,4,3,6,6,0.0248,1.2548,1.1679,0
521.087,2,1,1,4,4,6,6,0.4597,-0.1139,0.8302,0
535.86,1,1,1,3,2,5,5,-1.0362,0.3905,-0.3028,0
674.587,2,1,2,4,4,6,6,0.4906,1.0088,1.0775,0
537.564,1,1,2,5,3,6,6,-0.3381,0.8807,0.7824,0
535.592,2,1,2,3,3,6,6,-0.0221,1.0154,1.2865,0
433.804,1,1,2,4,3,4,4,0.2947,0.0436,-0.9427,0
603.849,1,1,2,2,4,5,6,0.6642,0.7731,1.3421,0
588.846,1,1,1,4,4,4,4,0.0073,1.3754,0.3113,0
488.704,1,1,2,4,4,6,6,2.5915,1.2254,0.8471,0
487.315,1,1,2,3,3,6,6,0.514,1.6876,1.0376,0
638.98,2,1,2,4,3,6,6,-0.3381,0.9362,1.1748,0
579.387,2,1,2,3,3,6,6,0.5643,1.6265,1.4078,0
465.47,1,1,2,4,4,6,6,1.5043,0.5056,0.8512,0
477.113,2,2,2,1,1,4,4,-1.1908,-6.3912,-3.6224,0
345.342,2,1,2,1,4,4,4,2.5915,-0.7572,-1.051,0
612.353,1,1,2,6,3,6,6,-0.4725,2.2313,1.754,0
542.26,2,1,2,5,3,6,6,-0.3381,0.1716,0.8524,0
515.579,2,1,2,4,3,6,6,-0.3381,1.241,1.2661,0
