treat,Female,HOMEPOS,ESCS
0,1,-1.189608489,-1.773568712
0,1,-0.052109554,0.394516366
0,0,0.361461004,0.428607668
0,0,0.553597065,0.381366864
0,1,0.256911847,-0.301189712
0,0,-0.909988326,0.423615728
0,0,-0.937333533,-0.519130539
0,0,-2.711071142,-1.002740014
0,0,-1.88279921,-2.024992068
0,0,-1.350801289,-0.838736499
0,0,-0.441316148,0.451497543
0,1,-1.220860155,-1.039996937
0,0,0.831161197,0.087207626
0,1,-0.820036987,-0.110765438
0,0,-0.045735859,0.294677552
0,0,-0.947716488,-1.222994179
0,1,0.54054127,-0.072047458
0,1,3.810452355,-0.006924403
0,0,1.223246235,-0.044043889
0,1,0.28127581,0.841477692
0,1,1.655115465,1.439536539
0,1,-0.897035333,-0.878915534
0,0,0.622576892,0.914652237
0,0,-0.001082725,-0.006924403
0,0,-0.087370478,0.094756414
0,0,0.415329006,-0.006924403
0,1,-1.624561765,-1.573038802
0,1,0.141979736,0.207257712
0,1,-0.243526003,0.48729341
0,1,-0.219470445,0.673943291
0,0,0.238407572,0.697076675
0,0,-1.61006675,-0.585486824
0,1,-0.218236827,0.397681987
0,0,0.391376249,-0.682890545
0,0,-0.965089947,-1.260859875
1,1,-0.505567105,0.197152076
1,1,-2.666969286,-1.870728924
1,1,2.292690558,2.074121783
1,0,0.262771535,-0.382400065
1,0,-0.265936737,0.934132981
1,0,0.235323526,-1.128147305
1,1,-1.445173095,-0.555900443
1,1,0.640155953,1.299640445
1,1,-0.079865967,0.634007765
1,0,-1.270102088,0.241714278
1,1,-0.390634994,-0.099929274
1,0,-0.201171773,0.807629898
1,0,-1.60472107,-1.425959183
1,1,0.165624088,0.690501924
1,0,0.76485421,1.152682581
1,0,0.160586813,-1.036709562
0,1,0.896131765,0.857549305
0,0,-1.048153583,0.137127033
0,1,-1.581385123,-1.304935059
0,1,-0.736870549,-2.240619555
0,1,0.598521334,0.853774911
0,0,-0.792177772,-0.103703668
0,0,-0.054371187,0.292851232
0,0,-0.754963618,-1.232125777
0,0,0.585157135,0.420328352
0,1,2.265550954,1.830977744
0,0,-0.196340101,0.608439289
0,0,-0.592742803,-1.488662828
0,1,0.156269149,0.560711465
0,0,1.606284738,1.619489914
0,1,1.040567915,-0.425501212
0,0,-0.913483578,0.095121678
0,0,-1.237514003,-1.152985254
0,1,-0.11368767,0.543787569
0,0,0.042262252,-1.090159854
0,1,-0.149462603,-1.278149036
0,0,0.660921863,1.333853502
0,0,-0.203433407,0.278362429
0,1,1.290478436,1.406541029
0,0,-0.036175316,-0.479073258
0,0,-0.535790755,-2.152834452
0,0,-0.869690126,-1.734972488
0,0,-1.626720598,-1.171370206
0,0,-0.930137426,0.188507496
0,1,-0.409036468,-0.641372209
0,1,-0.62748972,-1.008218973
0,1,1.218620166,1.576632277
0,0,-0.153163458,0.300278266
0,1,-0.542267251,-0.510607713
0,0,-0.799476681,-0.861626373
0,1,-1.279971035,-1.417923376
0,1,0.278294566,0.865341603
0,1,2.440416357,1.957480827
0,0,1.133397697,1.262748786
0,1,0.215174426,1.014004033
0,1,-0.195723292,0.659089224
0,1,0.190296456,1.443919707
0,0,1.250694244,0.055794926
0,0,0.356423729,0.773660351
0,0,-0.30510412,-1.162116853
0,1,0.719724338,0.90661643
0,0,0.846581427,0.639730234
0,1,0.606848258,0.958118648
0,0,1.899063497,1.872739589
0,1,-0.941651198,0.359572781
0,1,-0.234479469,0.66736854
0,0,0.377189638,0.329742891
0,0,0.47875755,0.135057204
0,0,1.604023104,1.291482883
0,1,-2.176194779,-3.647007534
0,1,-0.41520456,0.46294248
0,1,0.324452453,-1.340974436
0,0,0.573540562,-1.056433815
0,1,0.763003783,0.74930942
0,0,1.520548261,1.1545089
0,0,-0.470408981,0.438835059
0,0,-0.391149001,-0.746689982
0,1,0.073616718,0.801420411
0,1,0.949280156,0.050437721
0,1,-0.077809936,0.338022208
0,1,0.401553601,-0.107356307
0,0,-1.280382241,-2.786689167
0,1,-0.266861951,-0.297658828
0,0,-2.327827036,-1.049250291
0,1,-0.169714505,-0.129637409
0,1,0.700706055,1.024109669
0,0,0.191221669,0.827475907
0,0,-0.001082725,-0.006924403
0,1,-0.232217835,0.492285351
0,1,0.100756322,-0.666088403
0,1,0.756218882,0.323655159
0,0,0.366806684,0.476213737
0,1,0.418104647,0.448210167
0,1,-2.105672929,-1.945851544
0,0,0.442982618,0.786079325
0,0,-0.6463024,-0.040269494
0,0,-0.052726363,0.140292654
0,1,0.884103986,-0.39299272
0,0,-0.076679119,-1.264025496
0,1,-0.749103931,-0.381791292
0,0,0.819647426,0.950082841
0,0,0.157913973,0.23940094
0,0,0.35046124,0.494233426
0,0,0.097569475,-0.84348493
0,1,1.003148158,0.88409182
0,0,-1.130394808,-1.521414829
0,1,-0.502483059,-0.928591431
0,1,0.428487602,-0.397619396
0,0,1.98788402,0.603203839
0,1,0.422422312,0.349467145
0,0,0.328770117,-0.692630917
0,0,0.70975259,0.479622867
0,0,1.205667173,1.143185718
0,1,-0.42527911,-1.840533771
0,1,-0.025586759,0.481570942
0,1,-0.2836186,-1.177944958
0,0,1.269815328,1.27175863
0,0,-0.096725418,0.475726719
0,0,-0.957071427,-1.118893952
0,1,-1.50932125,-1.165525983
0,0,-0.299861242,-0.581225411
0,1,1.895773848,1.921684959
0,0,0.468168993,0.34934539
0,0,0.374825203,-0.7667795
0,0,0.545989751,-1.320032636
0,1,1.872951908,1.710440639
0,1,0.44647787,-0.545794807
0,1,-0.982257802,0.266430473
0,0,0.765676622,0.700120541
0,1,-0.81551372,-0.013239962
0,1,1.728207353,1.773266039
0,0,-0.234068263,-1.483427378
0,0,0.369171119,-0.423431382
0,0,0.270481649,-0.509146657
0,1,-0.808626017,0.140779672
0,1,0.711294613,0.085381306
0,1,0.558737141,0.615135794
0,0,-0.625639293,0.019146776
0,0,0.99389602,0.849757008
0,1,0.012758212,0.422763445
0,1,0.12943795,0.649592361
0,1,0.242108427,0.874838466
0,1,0.483486421,-0.81889049
0,1,0.275621726,-0.665357875
0,1,1.476960413,1.563239265
0,1,-0.08408083,0.70766933
0,0,-0.474521043,0.084894287
0,0,2.311811642,1.599522151
0,0,0.080196016,-0.121479847
0,0,-1.710401043,-0.100781556
0,1,-0.973108466,-0.806349761
0,0,1.934221621,1.510641256
0,0,1.396980822,0.107053634
0,1,0.191324471,-0.274403689
0,1,0.433216472,0.93279368
0,1,3.810452355,1.451833759
0,0,-1.053396461,-1.135574339
0,0,-1.199785841,0.014885363
0,0,-1.876014309,-2.198127182
0,1,0.21003435,0.986609236
0,0,0.028384045,0.253402725
0,0,-0.276319692,-1.972272304
0,1,-1.880229172,-0.891699772
0,0,0.445449855,0.837459788
0,1,-0.566014405,-1.1123192
0,1,0.926252613,-0.08178783
0,1,0.212707189,-1.784526631
0,0,0.353031279,0.621223527
0,1,-0.818289361,-0.064742179
0,0,0.385310959,0.760997867
0,1,0.181147119,-0.605941605
0,1,-0.001082725,-0.006924403
0,0,-0.304178907,-0.331506621
0,0,0.317153544,-0.098833482
0,1,0.611474326,1.186530374
0,0,-0.326795243,-0.077282908
0,0,0.131905186,0.152589874
0,0,-0.232937446,-0.921286152
0,1,-0.150285015,0.276292599
0,1,0.01327222,-0.150579209
0,0,-0.099398258,0.877151804
0,1,0.051000382,-1.359359388
0,1,0.025711205,-0.799287992
0,0,0.502710307,0.409613943
0,1,-0.252264134,0.156486022
0,1,-0.498679402,-1.027577963
0,0,-0.828158308,0.40900517
0,1,-0.879456272,0.064683015
0,0,-0.634788629,0.316958653
0,1,-0.129416305,0.838920844
0,1,-0.294515563,0.526985427
0,0,-0.832373171,-0.342586294
0,1,0.503429918,0.645452703
0,0,-1.253756645,-0.926886866
1,0,1.067707519,1.1335671
1,1,0.235940335,0.771468767
1,1,0.650230503,0.77573018
1,0,0.745630324,0.394638121
1,1,-0.225535736,0.570573592
0,1,-0.366065428,-0.622743747
0,0,0.0320849,0.934376491
0,1,-0.756916847,-0.121479847
0,0,-0.918623655,0.52053243
0,0,-0.750337549,0.054577379
0,1,0.246734496,0.554867242
0,1,-1.194851368,0.299669493
0,1,0.371124348,0.25169816
0,1,-0.641676331,-0.012996452
0,1,1.394616386,0.948743539
0,0,-0.220806865,-0.126715297
0,0,0.204997075,0.0786848
0,1,0.349947233,-0.160076071
0,1,-0.091790944,-1.069339808
0,1,0.170969768,-1.583874966
0,0,-0.06393173,-0.838371235
0,1,-1.857715637,-1.297142761
0,1,-0.036278118,0.255472554
0,0,-0.597060467,-0.01372698
0,1,0.447403084,0.340213791
0,0,-0.024455942,0.638025669
0,0,-0.002045208,-0.182478927
0,0,-2.438749888,-0.884881511
0,0,0.240874809,0.59748137
0,1,-0.59592965,-0.622134974
0,0,-1.843220621,-0.656713295
0,0,0.608081876,1.059296763
0,0,-0.42867156,-0.695187765
0,0,-1.177272306,0.131161055
0,1,-0.412634521,0.740786595
0,0,-1.78205371,-1.138374696
0,1,0.548456988,1.234623461
0,1,-1.1365629,-0.958056057
0,0,-0.938772755,-1.244301243
0,1,-0.521192938,-1.432290424
0,0,-1.730550143,-1.689558003
0,0,0.332368171,1.150856261
0,0,-0.618957193,-0.468845867
0,1,-0.362056168,-0.935409692
0,1,0.225248976,-0.126228278
0,1,-0.720319502,-0.147900606
0,0,0.706154536,1.353577756
0,0,0.31890117,0.732142014
0,1,-1.460079316,-0.218274795
0,1,0.78901257,1.11286881
0,0,-2.504234463,-2.471588129
0,1,-0.374803558,-1.358507106
0,0,-0.851494255,-1.676773765
0,0,1.210293242,-0.157275714
0,0,1.156939248,1.222691505
0,0,-0.300580853,-0.896082939
0,1,0.343573538,1.044807959
0,1,0.36927392,-0.02078875
0,1,0.103429162,0.688675604
0,0,-0.231498224,0.643504628
0,1,1.691815611,1.530974283
0,1,-0.2433204,-0.689952315
0,1,-0.425690316,0.584088358
